timestamp,node,latency,action,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1605183959051613184,10.0.1.149,NaN,,0.000,0.000,0.000,0.000,0.000,0.000
1605183961066920960,10.0.1.149,2015,,0.000,0.000,0.000,0.000,0.000,0.000
1605183965496958976,10.0.1.149,NaN,move_down,-0.040,-0.040,-0.040,0.000,0.000,0.000
1605183967613015040,10.0.1.149,NaN,move_down,-0.060,-0.060,-0.060,0.000,0.000,0.000
1605183969673972992,10.0.1.149,NaN,move_down,-0.080,-0.080,-0.080,0.000,0.000,0.000
1605183970823607808,10.0.1.149,1149,move_down,-0.080,-0.080,-0.080,0.000,0.000,0.000
1605183972627762176,10.0.1.149,777,move_down,-0.100,-0.100,-0.100,0.000,0.000,0.000
1605183974570434048,10.0.1.149,842,move_down,-0.120,-0.120,-0.120,0.000,0.000,0.000
1605183976217908992,10.0.1.149,616,move_down,-0.140,-0.140,-0.140,0.000,0.000,0.000
1605183977853473024,10.0.1.149,563,move_down,-0.160,-0.160,-0.160,0.000,0.000,0.000
1605183979813230080,10.0.1.149,820,move_down,-0.180,-0.180,-0.180,0.000,0.000,0.000
1605183981557949952,10.0.1.149,644,move_down,-0.200,-0.200,-0.200,0.000,0.000,0.000
1605183983368313088,10.0.1.149,641,move_down,-0.220,-0.220,-0.220,0.000,0.000,0.000
1605183985171261952,10.0.1.149,707,move_down,-0.240,-0.240,-0.240,0.000,0.000,0.000
1605183987101978112,10.0.1.149,812,move_down,-0.260,-0.260,-0.260,0.000,0.000,0.000
1605183988680244992,10.0.1.149,478,move_down,-0.280,-0.280,-0.280,0.000,0.000,0.000
1605183990518776064,10.0.1.149,750,move_down,-0.300,-0.300,-0.300,0.000,0.000,0.000
1605183992259300864,10.0.1.149,558,move_down,-0.320,-0.320,-0.320,0.000,0.000,0.000
1605183994073758976,10.0.1.149,741,move_down,-0.340,-0.340,-0.340,0.000,0.000,0.000
1605183996173871104,10.0.1.149,1027,move_down,-0.360,-0.360,-0.360,0.000,0.000,0.000
1605183997676503040,10.0.1.149,478,move_down,-0.380,-0.380,-0.380,0.000,0.000,0.000
