timestamp,node,latency,action,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1605183821853729024,10.0.1.146,NaN,,0.000,0.000,0.000,0.000,0.000,0.000
1605183823871628032,10.0.1.146,2017,,0.000,0.000,0.000,0.000,0.000,0.000
1605183828116440064,10.0.1.146,NaN,move_down,-0.040,-0.040,-0.040,0.000,0.000,0.000
1605183830168641024,10.0.1.146,NaN,move_down,-0.060,-0.060,-0.060,0.000,0.000,0.000
1605183831878232832,10.0.1.146,1709,move_down,-0.060,-0.060,-0.060,0.000,0.000,0.000
1605183833398526976,10.0.1.146,482,move_down,-0.080,-0.080,-0.080,0.000,0.000,0.000
1605183835201291008,10.0.1.146,685,move_down,-0.100,-0.100,-0.100,0.000,0.000,0.000
1605183837144262144,10.0.1.146,715,move_down,-0.120,-0.120,-0.120,0.000,0.000,0.000
1605183838875904000,10.0.1.146,735,move_down,-0.140,-0.140,-0.140,0.000,0.000,0.000
1605183840519378944,10.0.1.146,571,move_down,-0.160,-0.160,-0.160,0.000,0.000,0.000
1605183842198637056,10.0.1.146,532,move_down,-0.180,-0.180,-0.180,0.000,0.000,0.000
1605183843811134208,10.0.1.146,554,move_down,-0.200,-0.200,-0.200,0.000,0.000,0.000
1605183845379746816,10.0.1.146,540,move_down,-0.220,-0.220,-0.220,0.000,0.000,0.000
1605183846958249984,10.0.1.146,527,move_down,-0.240,-0.240,-0.240,0.000,0.000,0.000
1605183848715136000,10.0.1.146,652,move_down,-0.260,-0.260,-0.260,0.000,0.000,0.000
1605183850433196032,10.0.1.146,682,move_down,-0.280,-0.280,-0.280,0.000,0.000,0.000
1605183852170305024,10.0.1.146,678,move_down,-0.300,-0.300,-0.300,0.000,0.000,0.000
1605183853785026048,10.0.1.146,528,move_down,-0.320,-0.320,-0.320,0.000,0.000,0.000
1605183855492902144,10.0.1.146,643,move_down,-0.340,-0.340,-0.340,0.000,0.000,0.000
1605183857309091072,10.0.1.146,677,move_down,-0.360,-0.360,-0.360,0.000,0.000,0.000
1605183859005111808,10.0.1.146,618,move_down,-0.380,-0.380,-0.380,0.000,0.000,0.000
1605183860682391040,10.0.1.146,592,move_down,-0.400,-0.400,-0.400,0.000,0.000,0.000
1605183862317409024,10.0.1.146,559,move_down,-0.420,-0.420,-0.420,0.000,0.000,0.000
1605183863979248896,10.0.1.146,601,move_down,-0.440,-0.440,-0.440,0.000,0.000,0.000
1605183865532507904,10.0.1.146,497,move_down,-0.460,-0.460,-0.460,0.000,0.000,0.000
1605183867153230848,10.0.1.146,547,move_down,-0.480,-0.480,-0.480,0.000,0.000,0.000
1605183868774020864,10.0.1.146,552,move_down,-0.500,-0.500,-0.500,0.000,0.000,0.000
1605183870464193024,10.0.1.146,592,move_down,-0.520,-0.520,-0.520,0.000,0.000,0.000
1605183872129885952,10.0.1.146,572,move_down,-0.540,-0.540,-0.540,0.000,0.000,0.000
1605183873752310016,10.0.1.146,528,move_down,-0.560,-0.560,-0.560,0.000,0.000,0.000
1605183875448941056,10.0.1.146,611,move_down,-0.580,-0.580,-0.580,0.000,0.000,0.000
1605183877256496896,10.0.1.146,726,move_down,-0.600,-0.600,-0.600,0.000,0.000,0.000
1605183879009846016,10.0.1.146,699,move_down,-0.620,-0.620,-0.620,0.000,0.000,0.000
1605183880312086016,10.0.1.146,48,pick,-0.630,-0.630,-0.630,0.000,0.000,0.000
1605183881312344064,10.0.1.146,46,pick,-0.640,-0.640,-0.640,0.000,0.000,0.000
1605183882316221952,10.0.1.146,48,pick,-0.650,-0.650,-0.650,0.000,0.000,0.000
1605183883309221120,10.0.1.146,40,pick,-0.660,-0.660,-0.660,0.000,0.000,0.000
1605183884327870976,10.0.1.146,49,pick,-0.670,-0.670,-0.670,0.000,0.000,0.000
1605183885339035904,10.0.1.146,59,pick,-0.680,-0.680,-0.680,0.000,0.000,0.000
1605183886313255168,10.0.1.146,32,pick,-0.690,-0.690,-0.690,0.000,0.000,0.000
1605183888284584960,10.0.1.146,NaN,pick,-0.710,-0.710,-0.710,0.000,0.000,0.000
1605183888346458880,10.0.1.146,61,pick,-0.710,-0.710,-0.710,0.000,0.000,0.000
1605183890295342080,10.0.1.146,NaN,pick,-0.730,-0.730,-0.730,0.000,0.000,0.000
1605183890348210944,10.0.1.146,52,pick,-0.730,-0.730,-0.730,0.000,0.000,0.000
