timestamp,node,latency,action,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1605106027489165056,10.0.1.134,2005,,0.000,0.000,0.000,0.000,0.000,0.000
1605106030164241920,10.0.1.134,678,move_down,-0.020,-0.020,-0.020,0.000,0.000,0.000
1605106031677715968,10.0.1.134,425,move_down,-0.040,-0.040,-0.040,0.000,0.000,0.000
1605106033180919040,10.0.1.134,449,move_down,-0.060,-0.060,-0.060,0.000,0.000,0.000
1605106034681725952,10.0.1.134,392,move_down,-0.080,-0.080,-0.080,0.000,0.000,0.000
1605106036223911168,10.0.1.134,443,move_down,-0.100,-0.100,-0.100,0.000,0.000,0.000
1605106037774075904,10.0.1.134,470,move_down,-0.120,-0.120,-0.120,0.000,0.000,0.000
1605106039280633088,10.0.1.134,430,move_down,-0.140,-0.140,-0.140,0.000,0.000,0.000
1605106040806036992,10.0.1.134,431,move_down,-0.160,-0.160,-0.160,0.000,0.000,0.000
1605106042303877120,10.0.1.134,444,move_down,-0.180,-0.180,-0.180,0.000,0.000,0.000
1605106043820580864,10.0.1.134,454,move_down,-0.200,-0.200,-0.200,0.000,0.000,0.000
1605106045343712000,10.0.1.134,443,move_down,-0.220,-0.220,-0.220,0.000,0.000,0.000
1605106046952339968,10.0.1.134,516,move_down,-0.240,-0.240,-0.240,0.000,0.000,0.000
1605106048424606976,10.0.1.134,425,move_down,-0.260,-0.260,-0.260,0.000,0.000,0.000
1605106049935426048,10.0.1.134,418,move_down,-0.280,-0.280,-0.280,0.000,0.000,0.000
1605106051424505856,10.0.1.134,420,move_down,-0.300,-0.300,-0.300,0.000,0.000,0.000
1605106052962800896,10.0.1.134,463,move_down,-0.320,-0.320,-0.320,0.000,0.000,0.000
1605106054385519872,10.0.1.134,369,move_down,-0.340,-0.340,-0.340,0.000,0.000,0.000
1605106055955200000,10.0.1.134,456,move_down,-0.360,-0.360,-0.360,0.000,0.000,0.000
1605106057461937920,10.0.1.134,408,move_down,-0.380,-0.380,-0.380,0.000,0.000,0.000
1605106059053410048,10.0.1.134,484,move_down,-0.400,-0.400,-0.400,0.000,0.000,0.000
1605106060582118144,10.0.1.134,445,move_down,-0.420,-0.420,-0.420,0.000,0.000,0.000
1605106062148278016,10.0.1.134,461,move_down,-0.440,-0.440,-0.440,0.000,0.000,0.000
1605106063630661888,10.0.1.134,435,move_down,-0.460,-0.460,-0.460,0.000,0.000,0.000
1605106065169243136,10.0.1.134,439,move_down,-0.480,-0.480,-0.480,0.000,0.000,0.000
1605106066746130944,10.0.1.134,471,move_down,-0.500,-0.500,-0.500,0.000,0.000,0.000
1605106068191318016,10.0.1.134,407,move_down,-0.520,-0.520,-0.520,0.000,0.000,0.000
1605106069691534080,10.0.1.134,431,move_down,-0.540,-0.540,-0.540,0.000,0.000,0.000
1605106071191858944,10.0.1.134,440,move_down,-0.560,-0.560,-0.560,0.000,0.000,0.000
1605106072755374080,10.0.1.134,465,move_down,-0.580,-0.580,-0.580,0.000,0.000,0.000
1605106073844197888,10.0.1.134,39,pick,-0.590,-0.590,-0.590,0.000,0.000,0.000
1605106074841924864,10.0.1.134,36,pick,-0.600,-0.600,-0.600,0.000,0.000,0.000
1605106075841711104,10.0.1.134,34,pick,-0.610,-0.610,-0.610,0.000,0.000,0.000
1605106076841939968,10.0.1.134,33,pick,-0.620,-0.620,-0.620,0.000,0.000,0.000
1605106077862072832,10.0.1.134,51,pick,-0.630,-0.630,-0.630,0.000,0.000,0.000
1605106078862514944,10.0.1.134,49,pick,-0.640,-0.640,-0.640,0.000,0.000,0.000
1605106079866923008,10.0.1.134,52,pick,-0.650,-0.650,-0.650,0.000,0.000,0.000
1605106080863114240,10.0.1.134,47,pick,-0.660,-0.660,-0.660,0.000,0.000,0.000
1605106081873683968,10.0.1.134,56,pick,-0.670,-0.670,-0.670,0.000,0.000,0.000
1605106082855531008,10.0.1.134,36,pick,-0.680,-0.680,-0.680,0.000,0.000,0.000
1605106083855258112,10.0.1.134,34,pick,-0.690,-0.690,-0.690,0.000,0.000,0.000
1605106084867976960,10.0.1.134,45,pick,-0.700,-0.700,-0.700,0.000,0.000,0.000
1605106085885005056,10.0.1.134,61,pick,-0.710,-0.710,-0.710,0.000,0.000,0.000
