timestamp,num-instances
1605104455128687934,1
1605104830114564283,2
1605105201084506723,3
1605105573186666649,4
1605105945675781509,5
1605106320163470845,6
1605106696267312005,7
1605107073777618620,8
1605107453421512317,9
1605107833991420137,10
1605108216774760556,11
