timestamp,node,latency,action,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1605107163464888064,10.0.1.143,2013,,0.000,0.000,0.000,0.000,0.000,0.000
1605107167042885120,10.0.1.143,1587,move_down,-0.020,-0.020,-0.020,0.000,0.000,0.000
1605107168740474112,10.0.1.143,637,move_down,-0.040,-0.040,-0.040,0.000,0.000,0.000
1605107170370085888,10.0.1.143,520,move_down,-0.060,-0.060,-0.060,0.000,0.000,0.000
1605107172171774976,10.0.1.143,678,move_down,-0.080,-0.080,-0.080,0.000,0.000,0.000
1605107173776897024,10.0.1.143,571,move_down,-0.100,-0.100,-0.100,0.000,0.000,0.000
1605107175474093824,10.0.1.143,659,move_down,-0.120,-0.120,-0.120,0.000,0.000,0.000
1605107177118814976,10.0.1.143,553,move_down,-0.140,-0.140,-0.140,0.000,0.000,0.000
1605107178761306112,10.0.1.143,473,move_down,-0.160,-0.160,-0.160,0.000,0.000,0.000
1605107180656014080,10.0.1.143,827,move_down,-0.180,-0.180,-0.180,0.000,0.000,0.000
1605107182546530048,10.0.1.143,818,move_down,-0.200,-0.200,-0.200,0.000,0.000,0.000
1605107184360879872,10.0.1.143,764,move_down,-0.220,-0.220,-0.220,0.000,0.000,0.000
1605107186186064128,10.0.1.143,776,move_down,-0.240,-0.240,-0.240,0.000,0.000,0.000
1605107187823705856,10.0.1.143,550,move_down,-0.260,-0.260,-0.260,0.000,0.000,0.000
1605107189536012032,10.0.1.143,682,move_down,-0.280,-0.280,-0.280,0.000,0.000,0.000
1605107191131762944,10.0.1.143,547,move_down,-0.300,-0.300,-0.300,0.000,0.000,0.000
1605107192886038016,10.0.1.143,650,move_down,-0.320,-0.320,-0.320,0.000,0.000,0.000
1605107194772145920,10.0.1.143,821,move_down,-0.340,-0.340,-0.340,0.000,0.000,0.000
1605107196370699776,10.0.1.143,600,move_down,-0.360,-0.360,-0.360,0.000,0.000,0.000
1605107198168262912,10.0.1.143,710,move_down,-0.380,-0.380,-0.380,0.000,0.000,0.000
1605107199832087040,10.0.1.143,630,move_down,-0.400,-0.400,-0.400,0.000,0.000,0.000
1605107201673976832,10.0.1.143,756,move_down,-0.420,-0.420,-0.420,0.000,0.000,0.000
1605107203272226048,10.0.1.143,493,move_down,-0.440,-0.440,-0.440,0.000,0.000,0.000
1605107205028995072,10.0.1.143,470,move_down,-0.460,-0.460,-0.460,0.000,0.000,0.000
1605107206817446912,10.0.1.143,717,move_down,-0.480,-0.480,-0.480,0.000,0.000,0.000
1605107208488635904,10.0.1.143,524,move_down,-0.500,-0.500,-0.500,0.000,0.000,0.000
1605107210176328960,10.0.1.143,553,move_down,-0.520,-0.520,-0.520,0.000,0.000,0.000
1605107211713391104,10.0.1.143,504,move_down,-0.540,-0.540,-0.540,0.000,0.000,0.000
1605107213300640000,10.0.1.143,486,move_down,-0.560,-0.560,-0.560,0.000,0.000,0.000
1605107214969677824,10.0.1.143,587,move_down,-0.580,-0.580,-0.580,0.000,0.000,0.000
1605107216127249920,10.0.1.143,47,pick,-0.590,-0.590,-0.590,0.000,0.000,0.000
1605107217152348160,10.0.1.143,71,pick,-0.600,-0.600,-0.600,0.000,0.000,0.000
1605107218155561984,10.0.1.143,73,pick,-0.610,-0.610,-0.610,0.000,0.000,0.000
1605107219131340032,10.0.1.143,46,pick,-0.620,-0.620,-0.620,0.000,0.000,0.000
1605107220139982848,10.0.1.143,53,pick,-0.630,-0.630,-0.630,0.000,0.000,0.000
1605107221159368960,10.0.1.143,71,pick,-0.640,-0.640,-0.640,0.000,0.000,0.000
1605107222138354176,10.0.1.143,48,pick,-0.650,-0.650,-0.650,0.000,0.000,0.000
1605107223133827840,10.0.1.143,41,pick,-0.660,-0.660,-0.660,0.000,0.000,0.000
1605107224147025152,10.0.1.143,52,pick,-0.670,-0.670,-0.670,0.000,0.000,0.000
1605107225139054080,10.0.1.143,43,pick,-0.680,-0.680,-0.680,0.000,0.000,0.000
1605107226141135872,10.0.1.143,44,pick,-0.690,-0.690,-0.690,0.000,0.000,0.000
1605107227148391936,10.0.1.143,46,pick,-0.700,-0.700,-0.700,0.000,0.000,0.000
1605107228160242176,10.0.1.143,54,pick,-0.710,-0.710,-0.710,0.000,0.000,0.000
1605107229165998080,10.0.1.143,58,pick,-0.720,-0.720,-0.720,0.000,0.000,0.000
1605107230173441024,10.0.1.143,55,pick,-0.730,-0.730,-0.730,0.000,0.000,0.000
1605107231154469120,10.0.1.143,35,pick,-0.740,-0.740,-0.740,0.000,0.000,0.000
1605107232224370944,10.0.1.143,91,pick,-0.750,-0.750,-0.750,0.000,0.000,0.000
1605107233193836800,10.0.1.143,48,pick,-0.760,-0.760,-0.760,0.000,0.000,0.000
1605107234193223936,10.0.1.143,46,pick,-0.770,-0.770,-0.770,0.000,0.000,0.000
1605107235751287040,10.0.1.143,603,move_up,-0.750,-0.750,-0.750,0.000,0.000,0.000
1605107237392088064,10.0.1.143,554,move_up,-0.730,-0.730,-0.730,0.000,0.000,0.000
1605107239276628992,10.0.1.143,688,move_up,-0.710,-0.710,-0.710,0.000,0.000,0.000
1605107240940068096,10.0.1.143,605,move_up,-0.690,-0.690,-0.690,0.000,0.000,0.000
1605107242644131072,10.0.1.143,574,move_up,-0.670,-0.670,-0.670,0.000,0.000,0.000
1605107244357636864,10.0.1.143,609,move_up,-0.650,-0.650,-0.650,0.000,0.000,0.000
1605107246087886080,10.0.1.143,570,move_up,-0.630,-0.630,-0.630,0.000,0.000,0.000
1605107247747812096,10.0.1.143,599,move_up,-0.610,-0.610,-0.610,0.000,0.000,0.000
1605107249455919872,10.0.1.143,621,move_up,-0.590,-0.590,-0.590,0.000,0.000,0.000
1605107251429650176,10.0.1.143,839,move_up,-0.570,-0.570,-0.570,0.000,0.000,0.000
1605107253265458176,10.0.1.143,764,move_up,-0.550,-0.550,-0.550,0.000,0.000,0.000
1605107255040924928,10.0.1.143,718,move_up,-0.530,-0.530,-0.530,0.000,0.000,0.000
1605107256710576896,10.0.1.143,620,move_up,-0.510,-0.510,-0.510,0.000,0.000,0.000
1605107258360666112,10.0.1.143,589,move_up,-0.490,-0.490,-0.490,0.000,0.000,0.000
1605107260009298176,10.0.1.143,578,move_up,-0.470,-0.470,-0.470,0.000,0.000,0.000
1605107261607426816,10.0.1.143,569,move_up,-0.450,-0.450,-0.450,0.000,0.000,0.000
1605107263428947968,10.0.1.143,532,move_up,-0.430,-0.430,-0.430,0.000,0.000,0.000
1605107265160695040,10.0.1.143,620,move_up,-0.410,-0.410,-0.410,0.000,0.000,0.000
1605107266816036096,10.0.1.143,577,move_up,-0.390,-0.390,-0.390,0.000,0.000,0.000
1605107268590255872,10.0.1.143,734,move_up,-0.370,-0.370,-0.370,0.000,0.000,0.000
1605107270389213184,10.0.1.143,674,move_up,-0.350,-0.350,-0.350,0.000,0.000,0.000
1605107272173777152,10.0.1.143,617,move_up,-0.330,-0.330,-0.330,0.000,0.000,0.000
1605107273916219904,10.0.1.143,652,move_up,-0.310,-0.310,-0.310,0.000,0.000,0.000
1605107275614087168,10.0.1.143,571,move_up,-0.290,-0.290,-0.290,0.000,0.000,0.000
1605107277293026816,10.0.1.143,607,move_up,-0.270,-0.270,-0.270,0.000,0.000,0.000
1605107279045277184,10.0.1.143,690,move_up,-0.250,-0.250,-0.250,0.000,0.000,0.000
1605107280674449920,10.0.1.143,531,move_up,-0.230,-0.230,-0.230,0.000,0.000,0.000
1605107282384579840,10.0.1.143,592,move_up,-0.210,-0.210,-0.210,0.000,0.000,0.000
1605107284036730880,10.0.1.143,587,move_up,-0.190,-0.190,-0.190,0.000,0.000,0.000
1605107285193541120,10.0.1.143,60,place,-0.180,-0.180,-0.180,0.000,0.000,0.000
1605107286229545216,10.0.1.143,83,place,-0.170,-0.170,-0.170,0.000,0.000,0.000
1605107287193895168,10.0.1.143,41,place,-0.160,-0.160,-0.160,0.000,0.000,0.000
1605107290202109952,10.0.1.143,44,place,-0.130,-0.130,-0.130,0.000,0.000,0.000
1605107291272850944,10.0.1.143,102,place,-0.120,-0.120,-0.120,0.000,0.000,0.000
1605107292216109056,10.0.1.143,40,place,-0.110,-0.110,-0.110,0.000,0.000,0.000
1605107293217690112,10.0.1.143,40,place,-0.100,-0.100,-0.100,0.000,0.000,0.000
1605107295241085952,10.0.1.143,43,place,-0.080,-0.080,-0.080,0.000,0.000,0.000
1605107296249856000,10.0.1.143,50,place,-0.070,-0.070,-0.070,0.000,0.000,0.000
1605107297262407936,10.0.1.143,62,place,-0.060,-0.060,-0.060,0.000,0.000,0.000
1605107298256453120,10.0.1.143,47,place,-0.050,-0.050,-0.050,0.000,0.000,0.000
1605107299257120000,10.0.1.143,38,place,-0.040,-0.040,-0.040,0.000,0.000,0.000
1605107300309305856,10.0.1.143,87,place,-0.030,-0.030,-0.030,0.000,0.000,0.000
1605107301279331840,10.0.1.143,55,place,-0.020,-0.020,-0.020,0.000,0.000,0.000
1605107302281018112,10.0.1.143,56,place,-0.010,-0.010,-0.010,0.000,0.000,0.000
1605107303271010048,10.0.1.143,43,place,0.000,0.000,0.000,0.000,0.000,0.000
1605107304825223936,10.0.1.143,596,move_down,-0.020,-0.020,-0.020,0.000,0.000,0.000
1605107306614398976,10.0.1.143,697,move_down,-0.040,-0.040,-0.040,0.000,0.000,0.000
1605107308255255040,10.0.1.143,563,move_down,-0.060,-0.060,-0.060,0.000,0.000,0.000
1605107310083771904,10.0.1.143,747,move_down,-0.080,-0.080,-0.080,0.000,0.000,0.000
1605107311803989760,10.0.1.143,669,move_down,-0.100,-0.100,-0.100,0.000,0.000,0.000
1605107313456660992,10.0.1.143,582,move_down,-0.120,-0.120,-0.120,0.000,0.000,0.000
1605107315423191040,10.0.1.143,782,move_down,-0.140,-0.140,-0.140,0.000,0.000,0.000
1605107317086401024,10.0.1.143,574,move_down,-0.160,-0.160,-0.160,0.000,0.000,0.000
1605107318818126848,10.0.1.143,634,move_down,-0.180,-0.180,-0.180,0.000,0.000,0.000
1605107320457643008,10.0.1.143,630,move_down,-0.200,-0.200,-0.200,0.000,0.000,0.000
1605107322218302976,10.0.1.143,663,move_down,-0.220,-0.220,-0.220,0.000,0.000,0.000
1605107324055887104,10.0.1.143,752,move_down,-0.240,-0.240,-0.240,0.000,0.000,0.000
1605107326246119936,10.0.1.143,649,move_down,-0.260,-0.260,-0.260,0.000,0.000,0.000
1605107327987652096,10.0.1.143,655,move_down,-0.280,-0.280,-0.280,0.000,0.000,0.000
1605107329805316096,10.0.1.143,724,move_down,-0.300,-0.300,-0.300,0.000,0.000,0.000
1605107331614560000,10.0.1.143,705,move_down,-0.320,-0.320,-0.320,0.000,0.000,0.000
1605107333431488000,10.0.1.143,628,move_down,-0.340,-0.340,-0.340,0.000,0.000,0.000
1605107335163383040,10.0.1.143,668,move_down,-0.360,-0.360,-0.360,0.000,0.000,0.000
1605107336774801920,10.0.1.143,507,move_down,-0.380,-0.380,-0.380,0.000,0.000,0.000
1605107338360191232,10.0.1.143,562,move_down,-0.400,-0.400,-0.400,0.000,0.000,0.000
1605107339990880000,10.0.1.143,555,move_down,-0.420,-0.420,-0.420,0.000,0.000,0.000
1605107341679436800,10.0.1.143,593,move_down,-0.440,-0.440,-0.440,0.000,0.000,0.000
1605107343428192000,10.0.1.143,668,move_down,-0.460,-0.460,-0.460,0.000,0.000,0.000
1605107345086009088,10.0.1.143,622,move_down,-0.480,-0.480,-0.480,0.000,0.000,0.000
1605107347073810176,10.0.1.143,859,move_down,-0.500,-0.500,-0.500,0.000,0.000,0.000
1605107348740128000,10.0.1.143,585,move_down,-0.520,-0.520,-0.520,0.000,0.000,0.000
1605107350426287872,10.0.1.143,629,move_down,-0.540,-0.540,-0.540,0.000,0.000,0.000
1605107352057817088,10.0.1.143,526,move_down,-0.560,-0.560,-0.560,0.000,0.000,0.000
1605107353673158912,10.0.1.143,583,move_down,-0.580,-0.580,-0.580,0.000,0.000,0.000
1605107354833352960,10.0.1.143,64,pick,-0.590,-0.590,-0.590,0.000,0.000,0.000
1605107357823136000,10.0.1.143,47,pick,-0.620,-0.620,-0.620,0.000,0.000,0.000
1605107360817346048,10.0.1.143,34,pick,-0.650,-0.650,-0.650,0.000,0.000,0.000
1605107361835792896,10.0.1.143,50,pick,-0.660,-0.660,-0.660,0.000,0.000,0.000
1605107362850326016,10.0.1.143,56,pick,-0.670,-0.670,-0.670,0.000,0.000,0.000
1605107363851015936,10.0.1.143,49,pick,-0.680,-0.680,-0.680,0.000,0.000,0.000
1605107364845790976,10.0.1.143,42,pick,-0.690,-0.690,-0.690,0.000,0.000,0.000
1605107365873123840,10.0.1.143,61,pick,-0.700,-0.700,-0.700,0.000,0.000,0.000
1605107366854376960,10.0.1.143,41,pick,-0.710,-0.710,-0.710,0.000,0.000,0.000
1605107367853694976,10.0.1.143,38,pick,-0.720,-0.720,-0.720,0.000,0.000,0.000
1605107368915102976,10.0.1.143,92,pick,-0.730,-0.730,-0.730,0.000,0.000,0.000
1605107369861517824,10.0.1.143,37,pick,-0.740,-0.740,-0.740,0.000,0.000,0.000
1605107370863233024,10.0.1.143,38,pick,-0.750,-0.750,-0.750,0.000,0.000,0.000
1605107371883940864,10.0.1.143,55,pick,-0.760,-0.760,-0.760,0.000,0.000,0.000
1605107372877079040,10.0.1.143,46,pick,-0.770,-0.770,-0.770,0.000,0.000,0.000
1605107374393954048,10.0.1.143,560,move_up,-0.750,-0.750,-0.750,0.000,0.000,0.000
1605107375985907968,10.0.1.143,482,move_up,-0.730,-0.730,-0.730,0.000,0.000,0.000
1605107377559686912,10.0.1.143,548,move_up,-0.710,-0.710,-0.710,0.000,0.000,0.000
1605107379380951808,10.0.1.143,761,move_up,-0.690,-0.690,-0.690,0.000,0.000,0.000
1605107381119302912,10.0.1.143,594,move_up,-0.670,-0.670,-0.670,0.000,0.000,0.000
1605107382963746048,10.0.1.143,747,move_up,-0.650,-0.650,-0.650,0.000,0.000,0.000
1605107385075172864,10.0.1.143,488,move_up,-0.630,-0.630,-0.630,0.000,0.000,0.000
1605107386794992896,10.0.1.143,615,move_up,-0.610,-0.610,-0.610,0.000,0.000,0.000
1605107388600083968,10.0.1.143,673,move_up,-0.590,-0.590,-0.590,0.000,0.000,0.000
1605107390517606912,10.0.1.143,809,move_up,-0.570,-0.570,-0.570,0.000,0.000,0.000
1605107392397361152,10.0.1.143,697,move_up,-0.550,-0.550,-0.550,0.000,0.000,0.000
1605107394131181056,10.0.1.143,614,move_up,-0.530,-0.530,-0.530,0.000,0.000,0.000
1605107395974654976,10.0.1.143,605,move_up,-0.510,-0.510,-0.510,0.000,0.000,0.000
1605107397824261888,10.0.1.143,725,move_up,-0.490,-0.490,-0.490,0.000,0.000,0.000
1605107399593837056,10.0.1.143,754,move_up,-0.470,-0.470,-0.470,0.000,0.000,0.000
1605107401817981952,10.0.1.143,1022,move_up,-0.450,-0.450,-0.450,0.000,0.000,0.000
1605107403503746048,10.0.1.143,540,move_up,-0.430,-0.430,-0.430,0.000,0.000,0.000
1605107405400461824,10.0.1.143,833,move_up,-0.410,-0.410,-0.410,0.000,0.000,0.000
1605107407374365184,10.0.1.143,709,move_up,-0.390,-0.390,-0.390,0.000,0.000,0.000
1605107409072598016,10.0.1.143,587,move_up,-0.370,-0.370,-0.370,0.000,0.000,0.000
1605107410824416000,10.0.1.143,708,move_up,-0.350,-0.350,-0.350,0.000,0.000,0.000
1605107412466167808,10.0.1.143,625,move_up,-0.330,-0.330,-0.330,0.000,0.000,0.000
1605107414198750976,10.0.1.143,684,move_up,-0.310,-0.310,-0.310,0.000,0.000,0.000
1605107415882371840,10.0.1.143,657,move_up,-0.290,-0.290,-0.290,0.000,0.000,0.000
1605107417806502144,10.0.1.143,793,move_up,-0.270,-0.270,-0.270,0.000,0.000,0.000
1605107419495137024,10.0.1.143,643,move_up,-0.250,-0.250,-0.250,0.000,0.000,0.000
1605107421209979136,10.0.1.143,564,move_up,-0.230,-0.230,-0.230,0.000,0.000,0.000
