timestamp,node,latency,action,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1605120995840406016,10.0.1.125,2016,,0.000,0.000,0.000,0.000,0.000,0.000
1605120998461538048,10.0.1.125,633,move_down,-0.020,-0.020,-0.020,0.000,0.000,0.000
1605120999920542976,10.0.1.125,372,move_down,-0.040,-0.040,-0.040,0.000,0.000,0.000
1605121001352251904,10.0.1.125,360,move_down,-0.060,-0.060,-0.060,0.000,0.000,0.000
1605121002830630912,10.0.1.125,408,move_down,-0.080,-0.080,-0.080,0.000,0.000,0.000
1605121004302707968,10.0.1.125,395,move_down,-0.100,-0.100,-0.100,0.000,0.000,0.000
1605121005732090112,10.0.1.125,365,move_down,-0.120,-0.120,-0.120,0.000,0.000,0.000
1605121007220964864,10.0.1.125,407,move_down,-0.140,-0.140,-0.140,0.000,0.000,0.000
1605121008700256000,10.0.1.125,410,move_down,-0.160,-0.160,-0.160,0.000,0.000,0.000
1605121010132285184,10.0.1.125,395,move_down,-0.180,-0.180,-0.180,0.000,0.000,0.000
1605121011550631936,10.0.1.125,391,move_down,-0.200,-0.200,-0.200,0.000,0.000,0.000
1605121013009679104,10.0.1.125,401,move_down,-0.220,-0.220,-0.220,0.000,0.000,0.000
1605121014419720960,10.0.1.125,376,move_down,-0.240,-0.240,-0.240,0.000,0.000,0.000
1605121015891747840,10.0.1.125,421,move_down,-0.260,-0.260,-0.260,0.000,0.000,0.000
1605121017374146048,10.0.1.125,416,move_down,-0.280,-0.280,-0.280,0.000,0.000,0.000
1605121018742959104,10.0.1.125,365,move_down,-0.300,-0.300,-0.300,0.000,0.000,0.000
1605121020210470912,10.0.1.125,388,move_down,-0.320,-0.320,-0.320,0.000,0.000,0.000
1605121021672909056,10.0.1.125,417,move_down,-0.340,-0.340,-0.340,0.000,0.000,0.000
1605121023082663936,10.0.1.125,399,move_down,-0.360,-0.360,-0.360,0.000,0.000,0.000
1605121024550172160,10.0.1.125,383,move_down,-0.380,-0.380,-0.380,0.000,0.000,0.000
1605121026013838080,10.0.1.125,407,move_down,-0.400,-0.400,-0.400,0.000,0.000,0.000
