timestamp,node,latency,action,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1605187748096270080,10.0.1.149,NaN,,0.000,0.000,0.000,0.000,0.000,0.000
1605187752122459904,10.0.1.149,NaN,move_down,-0.020,-0.020,-0.020,0.000,0.000,0.000
1605187754765564928,10.0.1.149,NaN,move_down,-0.040,-0.040,-0.040,0.000,0.000,0.000
1605187756829428992,10.0.1.149,NaN,move_down,-0.060,-0.060,-0.060,0.000,0.000,0.000
1605187758936784896,10.0.1.149,NaN,move_down,-0.080,-0.080,-0.080,0.000,0.000,0.000
1605187761083201792,10.0.1.149,NaN,move_down,-0.100,-0.100,-0.100,0.000,0.000,0.000
1605187763166486016,10.0.1.149,NaN,move_down,-0.120,-0.120,-0.120,0.000,0.000,0.000
1605187765282372096,10.0.1.149,NaN,move_down,-0.140,-0.140,-0.140,0.000,0.000,0.000
1605187767345391104,10.0.1.149,NaN,move_down,-0.160,-0.160,-0.160,0.000,0.000,0.000
1605187770172729088,10.0.1.149,2827,move_down,-0.160,-0.160,-0.160,0.000,0.000,0.000
1605187771881371904,10.0.1.149,647,move_down,-0.180,-0.180,-0.180,0.000,0.000,0.000
1605187773604868864,10.0.1.149,601,move_down,-0.200,-0.200,-0.200,0.000,0.000,0.000
1605187775405118976,10.0.1.149,694,move_down,-0.220,-0.220,-0.220,0.000,0.000,0.000
1605187777088692992,10.0.1.149,607,move_down,-0.240,-0.240,-0.240,0.000,0.000,0.000
1605187778940473088,10.0.1.149,829,move_down,-0.260,-0.260,-0.260,0.000,0.000,0.000
1605187780984775936,10.0.1.149,779,move_down,-0.280,-0.280,-0.280,0.000,0.000,0.000
1605187783343271936,10.0.1.149,1207,move_down,-0.300,-0.300,-0.300,0.000,0.000,0.000
1605187785319742976,10.0.1.149,871,move_down,-0.320,-0.320,-0.320,0.000,0.000,0.000
1605187787187524096,10.0.1.149,654,move_down,-0.340,-0.340,-0.340,0.000,0.000,0.000
1605187789300455936,10.0.1.149,1000,move_down,-0.360,-0.360,-0.360,0.000,0.000,0.000
1605187790880072960,10.0.1.149,572,move_down,-0.380,-0.380,-0.380,0.000,0.000,0.000
1605187792710240000,10.0.1.149,802,move_down,-0.400,-0.400,-0.400,0.000,0.000,0.000
1605187794452519936,10.0.1.149,685,move_down,-0.420,-0.420,-0.420,0.000,0.000,0.000
1605187796525569792,10.0.1.149,987,move_down,-0.440,-0.440,-0.440,0.000,0.000,0.000
1605187798487086080,10.0.1.149,891,move_down,-0.460,-0.460,-0.460,0.000,0.000,0.000
1605187800252111872,10.0.1.149,695,move_down,-0.480,-0.480,-0.480,0.000,0.000,0.000
1605187802010256896,10.0.1.149,702,move_down,-0.500,-0.500,-0.500,0.000,0.000,0.000
1605187803793915136,10.0.1.149,770,move_down,-0.520,-0.520,-0.520,0.000,0.000,0.000
1605187806022352896,10.0.1.149,1161,move_down,-0.540,-0.540,-0.540,0.000,0.000,0.000
1605187808537030912,10.0.1.149,1362,move_down,-0.560,-0.560,-0.560,0.000,0.000,0.000
1605187810646891008,10.0.1.149,1043,move_down,-0.580,-0.580,-0.580,0.000,0.000,0.000
1605187812904120064,10.0.1.149,1053,move_down,-0.600,-0.600,-0.600,0.000,0.000,0.000
1605187814410432000,10.0.1.149,505,move_down,-0.620,-0.620,-0.620,0.000,0.000,0.000
1605187816313750016,10.0.1.149,850,move_down,-0.640,-0.640,-0.640,0.000,0.000,0.000
1605187818301088000,10.0.1.149,920,move_down,-0.660,-0.660,-0.660,0.000,0.000,0.000
1605187820149261824,10.0.1.149,737,move_down,-0.680,-0.680,-0.680,0.000,0.000,0.000
1605187821786649856,10.0.1.149,625,move_down,-0.700,-0.700,-0.700,0.000,0.000,0.000
1605187823950642944,10.0.1.149,1061,move_down,-0.720,-0.720,-0.720,0.000,0.000,0.000
1605187826092770048,10.0.1.149,NaN,pick,-0.740,-0.740,-0.740,0.000,0.000,0.000
1605187826151386112,10.0.1.149,58,pick,-0.740,-0.740,-0.740,0.000,0.000,0.000
1605187828095299072,10.0.1.149,NaN,pick,-0.760,-0.760,-0.760,0.000,0.000,0.000
1605187829096529920,10.0.1.149,NaN,pick,-0.770,-0.770,-0.770,0.000,0.000,0.000
1605187829169238016,10.0.1.149,72,pick,-0.770,-0.770,-0.770,0.000,0.000,0.000
1605187831104610816,10.0.1.149,NaN,pick,-0.790,-0.790,-0.790,0.000,0.000,0.000
1605187831185862144,10.0.1.149,81,pick,-0.790,-0.790,-0.790,0.000,0.000,0.000
1605187833111542016,10.0.1.149,NaN,pick,-0.810,-0.810,-0.810,0.000,0.000,0.000
1605187833168590080,10.0.1.149,56,pick,-0.810,-0.810,-0.810,0.000,0.000,0.000
1605187834183990016,10.0.1.149,67,pick,-0.820,-0.820,-0.820,0.000,0.000,0.000
1605187835190697984,10.0.1.149,68,pick,-0.830,-0.830,-0.830,0.000,0.000,0.000
1605187837134259968,10.0.1.149,NaN,pick,-0.850,-0.850,-0.850,0.000,0.000,0.000
1605187837193052160,10.0.1.149,58,pick,-0.850,-0.850,-0.850,0.000,0.000,0.000
1605187838223895040,10.0.1.149,87,pick,-0.860,-0.860,-0.860,0.000,0.000,0.000
1605187840140353792,10.0.1.149,NaN,pick,-0.880,-0.880,-0.880,0.000,0.000,0.000
1605187840212833792,10.0.1.149,72,pick,-0.880,-0.880,-0.880,0.000,0.000,0.000
1605187841208120064,10.0.1.149,66,pick,-0.890,-0.890,-0.890,0.000,0.000,0.000
1605187842214631168,10.0.1.149,72,pick,-0.900,-0.900,-0.900,0.000,0.000,0.000
1605187843189102848,10.0.1.149,42,pick,-0.910,-0.910,-0.910,0.000,0.000,0.000
1605187845221340928,10.0.1.149,1072,move_up,-0.890,-0.890,-0.890,0.000,0.000,0.000
1605187847094466816,10.0.1.149,758,move_up,-0.870,-0.870,-0.870,0.000,0.000,0.000
