timestamp,cpu,ram,tx_bytes,rx_bytes
1605184298679314069,31,32.311,334061119651,165931873297
1605184298802404669,31,32.3132,334061119651,165931873297
1605184299092053783,31,32.3124,334061119819,165931873486
1605184299225556358,31,32.3151,334061119819,165931873946
1605184299504747237,35.71,32.3124,334061119819,165931874192
1605184299649341628,12.12,32.3233,334061119819,165931874780
1605184299917364827,12.12,32.3054,334061120289,165931875497
1605184300073998386,12.12,32.331,334061120289,165931875625
1605184300345529882,10.89,32.303,334061120890,165931876162
1605184300502151198,10.89,32.3245,334061120956,165931876264
1605184300758821813,18,32.3118,334061121049,165931876538
1605184300926935873,18,32.3351,334061121142,165931876631
1605184301171318469,18,32.3118,334061121142,165931876631
1605184301357716014,18,32.3274,334061121142,165931877091
1605184301584209245,13.4,32.3089,334061121244,165931877439
1605184301783791320,11.88,32.3325,334061121337,165931877995
1605184301996803797,11.88,32.313,334061121423,165931878270
1605184302208627705,11.88,32.3228,334061121423,165931878270
1605184302409415725,10,32.3022,334061121423,165931878442
1605184302639551889,9,32.3048,334061121423,165931878614
1605184302822034536,9.9,32.3089,334061121423,165931878796
1605184303064860107,9.9,32.3198,334061121525,165931878889
1605184303234994274,9.9,32.3116,334061121627,165931879263
1605184303488868304,9.09,32.3368,334061121806,165931879713
1605184303652263360,10.1,32.3241,334061121806,165931879991
1605184303914549114,10.1,32.3603,334061121899,165931880266
1605184304065232392,10.1,32.331,334061122001,165931880362
1605184304340155330,10.1,32.3587,334061122001,165931880898
1605184304479186433,12.87,32.3294,334061122001,165931880898
1605184304765247914,10.1,32.3579,334061122087,165931881172
1605184304891881811,10.1,32.3476,334061123094,165931882456
1605184305190154235,10.1,32.3647,334061123196,165931883252
1605184305304993008,10.1,32.3415,334061123196,165931883530
1605184305616903368,11,32.3704,334061123196,165931884018
1605184305717622466,14.85,32.3392,334061123196,165931884296
1605184306042449364,14.85,32.3761,334061123696,165931884658
1605184306130321026,14.85,32.3507,334061123696,165931884658
1605184306468356673,11.88,32.3692,334061123798,165931885168
1605184306543131013,11.88,32.353,334061123798,165931885228
1605184306893377812,10.89,32.3812,334061123970,165931885589
1605184306955906258,10.89,32.3585,334061123970,165931885589
1605184307318341758,10.89,32.3802,334061123970,165931885927
1605184307369356683,10.89,32.3569,334061123970,165931886109
1605184307747730521,10,32.3966,334061124165,165931887261
1605184307782663551,10,32.3765,334061124165,165931887261
1605184308172540914,10,32.3979,334061124360,165931887450
1605184308194965731,10,32.3851,334061124360,165931887450
1605184308597743182,9.9,32.3468,334061124539,165931887880
1605184308613676582,9.9,32.3501,334061124539,165931887880
1605184309034743980,18,32.2978,334061126264,165931890104
1605184309037626497,18,32.297,334061126264,165931890104
1605184309463535328,13.27,32.3171,334061126330,165931890544
1605184309465096340,13.27,32.3231,334061126330,165931890544
1605184309894409349,10,32.3247,334061126423,165931891343
1605184309895890642,10,32.3247,334061126423,165931891343
1605184310324910983,10,32.33,334061126611,165931891949
1605184310325763750,10,32.33,334061126611,165931891949
1605184310754093141,13.13,32.3284,334061127003,165931892673
1605184310755591939,13.13,32.3272,334061127003,165931892673
1605184311184847786,13.13,32.3269,334061127204,165931892948
1605184311185741039,13.13,32.3263,334061127204,165931892948
1605184311614057521,14,32.3312,334061127306,165931893634
1605184311614942237,14,32.3198,334061127306,165931893634
1605184312044720441,12.87,32.2966,334061127485,165931894101
1605184312046614965,12.87,32.3155,334061127485,165931894101
1605184312481655730,10.2,32.211,334061127485,165931894273
1605184312480961896,10.2,32.2106,334061127485,165931894273
1605184312911715017,11.22,32.2056,334061127689,165931894762
1605184312912955657,11.22,32.2056,334061127689,165931894762
1605184313343814998,11.22,32.2165,334061127689,165931895404
1605184313344739757,11.22,32.2165,334061127689,165931895404
1605184313775134059,9.09,32.2151,334061127917,165931896046
1605184313776676568,9.09,32.2054,334061127917,165931896046
1605184314206670998,9.09,32.2206,334061128003,165931896139
1605184314207911074,9.09,32.2136,334061128003,165931896139
1605184314639670084,8.16,32.2085,334061128105,165931896767
1605184314640633402,8.16,32.206,334061128105,165931896767
1605184315072933970,13,32.2149,334061128198,165931897224
1605184315074024820,13,32.2149,334061128198,165931897224
1605184315507213569,9,32.2085,334061128393,165931897700
1605184315506343735,9,32.1907,334061128393,165931897700
1605184315941441822,11.11,32.196,334061128900,165931898404
1605184315942390164,11.11,32.196,334061128900,165931898404
1605184316374991859,11.11,32.2167,334061129088,165931899132
1605184316375873781,11.11,32.2167,334061129088,165931899132
1605184316813753259,10,32.2032,334061129174,165931899588
1605184316812981646,10,32.194,334061129174,165931899588
1605184317244853261,10,32.2173,334061129369,165931900237
1605184317245728432,10,32.2173,334061129369,165931900237
1605184317677809693,10,32.2255,334061129455,165931900863
1605184317677213732,10,32.2255,334061129455,165931900863
1605184318108835019,14,32.2212,334061129548,165931901138
1605184318109730642,14,32.2099,334061129548,165931901138
1605184318541291360,9,32.2212,334061129736,165931901630
1605184318540922179,9,32.2212,334061129736,165931901630
1605184318974675247,8.08,32.2169,334061129871,165931901997
1605184318975553750,8.08,32.223,334061129871,165931901997
1605184319409121501,8.08,32.229,334061129871,165931902457
1605184319408936669,8.08,32.229,334061129871,165931902457
1605184319843806921,8.16,32.2243,334061130066,165931903179
1605184319844827402,8.16,32.2243,334061130066,165931903179
1605184320278731069,8.16,32.2144,334061130152,165931903626
1605184320279606734,8.16,32.2144,334061130152,165931903626
1605184320710265733,10,32.2224,334061130254,165931904264
1605184320711130261,10,32.2106,334061130254,165931904264
1605184321142398678,16.16,32.2241,334061130949,165931904991
1605184321143259555,16.16,32.2241,334061130949,165931904991
1605184321570833482,11.22,32.223,334061131015,165931905677
1605184321572212459,11.22,32.2165,334061131015,165931905677
1605184321997103083,10,32.2001,334061131108,165931906230
1605184321998296637,10,32.2148,334061131108,165931906230
1605184322422033190,10,32.2599,334061131458,165931908360
1605184322423226625,10,32.2651,334061131458,165931908360
1605184322866430736,32.65,33.5087,334061135518,165931911265
1605184322865567656,32.65,33.503,334061135518,165931911265
1605184323305566308,32.65,33.5592,334061137433,165931917620
1605184323306695025,32.65,33.5346,334061137551,165931917879
1605184323767956526,67.68,34.9385,334061150752,165931929968
1605184323777090002,67.68,34.9469,334061150752,165931929968
1605184324213093338,63.64,33.6184,334061151336,165931932927
1605184324212949967,63.64,33.6208,334061151336,165931932927
1605184324652004804,77,33.6567,334061153185,165931937535
1605184324656588293,77,33.8651,334061153185,165931937535
1605184325075647722,76,35.7353,334061154674,165931939860
1605184325095410242,76,35.7351,334061154674,165931939860
1605184325507778956,76,32.5079,334061155755,165931942754
1605184325536994743,76,32.4644,334061155755,165931942754
