timestamp,num-instances
1605184298385282117,1
1605184671970199585,2
1605185041699295968,3
1605185411815968468,4
1605185782870829250,5
1605186155044558429,6
1605186528572674505,7
1605186902837245142,8
1605187279496268705,9
1605187659511337278,10
1605188439719679344,11
