1605190473998935097,10.1,31.8544,336253082319,167223472771
1605190473999940891,10.1,31.7927,336253082319,167223472771
1605190474445609190,10.1,31.8155,336253082523,167223473885
1605190474446518685,10.1,31.822,336253082523,167223473885
1605190474886906390,11,31.8138,336253083263,167223474748
1605190474887836791,11,31.8603,336253083263,167223474748
1605190475328771917,14.14,31.8417,336253083639,167223475724
1605190475329705573,14.14,31.8497,336253083639,167223475724
1605190475775705393,9.09,31.8071,336253085622,167223478145
1605190475776838115,9.09,31.8593,336253085622,167223478145
1605190476229614566,15,31.8484,336253086145,167223479272
1605190476229176193,15,31.8612,336253086145,167223479272
1605190476668902479,16.16,31.8087,336253086628,167223480262
1605190476670742618,16.16,31.8355,336253086628,167223480262
1605190477113435761,11,31.8286,336253086918,167223481023
1605190477115416204,11,31.8304,336253086918,167223481023
1605190477554646316,9.09,31.8403,336253087556,167223481951
1605190477555520900,9.09,31.856,336253087556,167223481951
1605190477993357303,10.1,31.8402,336253087735,167223482600
1605190477994311981,10.1,31.8579,336253087735,167223482600
1605190478441107839,10.1,31.8181,336253087735,167223483318
1605190478442575360,10.1,31.8237,336253087735,167223483318
1605190478883189469,11,31.8392,336253087939,167223484011
1605190478885625918,11,31.8448,336253087939,167223484011
1605190479327074840,14.14,31.8349,336253088025,167223484457
1605190479328024807,14.14,31.8605,336253088025,167223484457
1605190479773333886,11,31.8454,336253088944,167223485569
1605190479774372083,11,31.8185,336253088944,167223485569
1605190480214615132,12,31.8411,336253089037,167223486026
1605190480215545125,12,31.8816,336253089037,167223486198
1605190480663776340,10.1,31.8761,336253089731,167223487121
1605190480665323272,10.1,31.9173,336253089731,167223487121
1605190481107638978,11,31.9044,336253089824,167223487364
1605190481109048759,11,31.9001,336253089824,167223487364
1605190481546157101,11,31.8665,336253090012,167223488016
1605190481548023843,11,31.9189,336253090012,167223488016
1605190481991744811,15.84,31.8657,336253090184,167223488917
1605190481994001841,15.84,31.8778,336253090184,167223488917
1605190482435276958,11,31.9058,336253090286,167223489555
1605190482436954627,11,31.9058,336253090286,167223489555
1605190482876154528,10,31.8972,336253090379,167223490002
1605190482876590808,10,31.9025,336253090379,167223490002
1605190483314295924,12.87,31.8786,336253090567,167223490622
1605190483315232860,12.87,31.9128,336253090567,167223490622
1605190483761039118,9.09,31.8872,336253090925,167223491544
1605190483763280547,9.09,31.897,336253090925,167223491544
1605190484200901030,13.13,31.8521,336253091435,167223492425
1605190484201795452,13.13,31.8554,336253091435,167223492425
1605190484640957827,12.37,31.8595,336253112452,167223494211
1605190484645130137,12.37,31.8646,336253112452,167223494211
1605190485091607557,12.12,31.837,336253115446,167223494792
1605190485093033879,12.12,31.837,336253115446,167223494792
1605190485534578457,12.12,31.848,336253115446,167223495070
1605190485537197735,12.12,31.8593,336253115446,167223495070
1605190485974425792,11,31.8523,336253115981,167223495951
1605190485977092810,11,31.8583,336253115981,167223495951
1605190486414912342,24.24,31.8402,336253116047,167223496467
1605190486416849350,24.24,31.8681,336253116047,167223496467
1605190486854532348,20.2,31.8472,336253116989,167223497711
1605190486856779910,20.2,31.8718,336253117184,167223497711
1605190487295991794,10,31.8892,336253117184,167223498295
1605190487296970181,10,31.8819,336253117184,167223498295
1605190487746428176,9.09,31.8724,336253117184,167223498937
1605190487747577453,9.09,31.8784,336253117184,167223498937
1605190488186870508,10.1,31.8472,336253117270,167223499030
1605190488188779001,10.1,31.8384,336253117270,167223499030
1605190488637189341,11.88,31.8851,336253117372,167223499536
1605190488639038575,11.88,31.8851,336253117372,167223499536
1605190489089172309,12,31.8722,336253120125,167223502634
