timestamp,node,latency,action,cpu,ram,tx,rx,instances
1605104539208517120,10.0.1.122,556,move_down,15.8,16.8,166401.0,107247.0,1
1605104540676729856,10.0.1.122,401,move_down,15.4,16.8,222286.0,126493.0,1
1605104542076865024,10.0.1.122,370,move_down,15.4,16.8,0.0,0.0,1
1605104543505939968,10.0.1.122,385,move_down,15.1,16.8,199632.0,119244.0,1
1605104544906848000,10.0.1.122,374,move_down,15.0,16.9,226040.0,122720.0,1
1605104546376527104,10.0.1.122,396,move_down,15.0,16.9,0.0,0.0,1
1605104547807406848,10.0.1.122,400,move_down,15.0,16.9,216310.0,123104.0,1
1605104549236685056,10.0.1.122,385,move_down,14.9,16.9,221053.0,125631.0,1
1605104550666332928,10.0.1.122,374,move_down,14.9,16.9,0.0,0.0,1
1605104552096791040,10.0.1.122,388,move_down,14.8,16.8,211916.0,123194.0,1
1605104553516686848,10.0.1.122,374,move_down,14.7,16.9,228175.0,123636.0,1
1605104554946608896,10.0.1.122,387,move_down,14.7,16.9,0.0,0.0,1
1605104556388673024,10.0.1.122,387,move_down,14.7,16.8,218240.0,126890.0,1
1605104557870970880,10.0.1.122,388,move_down,14.4,16.9,230324.0,121202.0,1
1605104559296914176,10.0.1.122,384,move_down,14.4,16.9,0.0,0.0,1
1605104560747075072,10.0.1.122,393,move_down,14.3,16.9,216316.0,124907.0,1
1605104562176836096,10.0.1.122,379,move_down,14.3,16.8,209493.0,119419.0,1
1605104563607971072,10.0.1.122,385,move_down,14.3,16.8,0.0,0.0,1
1605104565056891904,10.0.1.122,394,move_down,14.1,16.8,235932.0,129979.0,1
1605104566506908928,10.0.1.122,400,move_down,14.0,16.9,215278.0,122516.0,1
1605104567937730048,10.0.1.122,390,move_down,14.0,16.9,0.0,0.0,1
1605104569356826112,10.0.1.122,382,move_down,14.1,16.9,241149.0,131504.0,1
1605104570786392832,10.0.1.122,376,move_down,14.0,16.8,209591.0,121452.0,1
1605104572216609024,10.0.1.122,381,move_down,14.0,16.8,0.0,0.0,1
1605104573636351232,10.0.1.122,369,move_down,14.0,16.9,233097.0,131006.0,1
1605104575066496000,10.0.1.122,383,move_down,13.7,16.8,203144.0,117173.0,1
1605104576476272128,10.0.1.122,368,move_down,13.7,16.8,0.0,0.0,1
1605104577908136960,10.0.1.122,376,move_down,13.7,16.9,238631.0,131920.0,1
1605104579336281088,10.0.1.122,376,move_down,13.7,16.8,196137.0,116568.0,1
1605104580417114112,10.0.1.122,32,pick,13.7,16.8,0.0,0.0,1
1605104581436865024,10.0.1.122,50,pick,13.7,16.8,206206.0,116677.0,1
1605104582436932096,10.0.1.122,49,pick,13.7,16.8,0.0,0.0,1
1605104583437350144,10.0.1.122,48,pick,13.6,16.8,172490.0,107162.0,1
1605104584437489152,10.0.1.122,47,pick,13.6,16.8,0.0,0.0,1
1605104585436676096,10.0.1.122,45,pick,13.5,16.9,174485.0,105974.0,1
1605104586436733952,10.0.1.122,43,pick,13.5,16.9,0.0,0.0,1
1605104587437575168,10.0.1.122,43,pick,13.5,17.0,169558.0,109549.0,1
1605104588438093824,10.0.1.122,42,pick,13.5,17.0,0.0,0.0,1
1605104589437650944,10.0.1.122,40,pick,13.4,16.9,170485.0,106276.0,1
1605104590436996864,10.0.1.122,38,pick,13.4,16.9,0.0,0.0,1
1605104591436555008,10.0.1.122,36,pick,13.4,16.8,171209.0,106034.0,1
1605104592437056000,10.0.1.122,36,pick,13.4,16.8,0.0,0.0,1
1605104593436680960,10.0.1.122,33,pick,13.4,16.8,0.0,0.0,1
1605104594437756160,10.0.1.122,33,pick,13.2,16.9,176486.0,106661.0,1
1605104595456109056,10.0.1.122,50,pick,13.2,16.9,0.0,0.0,1
1605104596457441024,10.0.1.122,48,pick,13.2,16.9,170976.0,105622.0,1
1605104597456563968,10.0.1.122,46,pick,13.2,16.9,0.0,0.0,1
1605104598456204800,10.0.1.122,44,pick,13.1,16.9,173431.0,107338.0,1
1605104599796215040,10.0.1.122,383,move_up,13.1,16.9,0.0,0.0,1
1605104601246594816,10.0.1.122,387,move_up,13.1,16.9,199172.0,120378.0,1
1605104602656444928,10.0.1.122,350,move_up,13.1,16.9,203358.0,117730.0,1
1605104604116691968,10.0.1.122,394,move_up,13.1,16.9,0.0,0.0,1
1605104605557069056,10.0.1.122,385,move_up,13.2,16.8,230266.0,129012.0,1
1605104606969950976,10.0.1.122,369,move_up,13.2,16.9,204797.0,119744.0,1
1605104608376354048,10.0.1.122,359,move_up,13.2,16.9,0.0,0.0,1
1605104609826422016,10.0.1.122,361,move_up,13.1,16.9,236623.0,130220.0,1
1605104611256356864,10.0.1.122,366,move_up,13.0,16.8,205008.0,120043.0,1
1605104612696857088,10.0.1.122,392,move_up,13.0,16.8,0.0,0.0,1
1605104614116606976,10.0.1.122,381,move_up,13.0,16.9,232531.0,129331.0,1
1605104615546298112,10.0.1.122,368,move_up,12.9,16.9,212054.0,120415.0,1
1605104616997522944,10.0.1.122,379,move_up,12.9,16.9,0.0,0.0,1
1605104618456248064,10.0.1.122,393,move_up,13.0,16.9,245477.0,131730.0,1
1605104619889102848,10.0.1.122,385,move_up,13.0,16.9,207085.0,118521.0,1
1605104621316828928,10.0.1.122,373,move_up,13.0,16.9,0.0,0.0,1
1605104622746531072,10.0.1.122,379,move_up,13.0,16.9,234635.0,130410.0,1
1605104624196172032,10.0.1.122,398,move_up,13.0,16.8,213864.0,118790.0,1
1605104625607145984,10.0.1.122,385,move_up,12.8,16.9,224593.0,127524.0,1
1605104627037316096,10.0.1.122,383,move_up,12.8,16.9,0.0,0.0,1
1605104628447911936,10.0.1.122,372,move_up,12.8,16.9,207168.0,120059.0,1
1605104629887668992,10.0.1.122,395,move_up,12.8,16.9,233753.0,130750.0,1
1605104631287633920,10.0.1.122,344,move_up,12.8,16.9,0.0,0.0,1
1605104632736662016,10.0.1.122,384,move_up,12.8,16.8,217708.0,119086.0,1
1605104634166843904,10.0.1.122,373,move_up,12.8,16.8,226025.0,124411.0,1
1605104635597076992,10.0.1.122,376,move_up,12.8,16.8,0.0,0.0,1
1605104637036112128,10.0.1.122,389,move_up,12.8,16.9,213493.0,123130.0,1
1605104638466782208,10.0.1.122,373,move_up,12.8,16.9,225193.0,123378.0,1
1605104639896640000,10.0.1.122,375,move_up,12.8,16.9,0.0,0.0,1
1605104641077027072,10.0.1.122,44,place,12.6,16.8,210904.0,123012.0,1
1605104642076873984,10.0.1.122,43,place,12.6,16.8,0.0,0.0,1
1605104643076783872,10.0.1.122,41,place,12.6,16.8,171785.0,106560.0,1
1605104644075969024,10.0.1.122,40,place,12.6,16.8,0.0,0.0,1
1605104645076509952,10.0.1.122,39,place,12.6,16.9,183545.0,108952.0,1
1605104646075892992,10.0.1.122,37,place,12.6,16.9,0.0,0.0,1
1605104647076512000,10.0.1.122,37,place,12.6,16.9,175650.0,109929.0,1
1605104648077001216,10.0.1.122,36,place,12.6,16.9,0.0,0.0,1
1605104649075982080,10.0.1.122,33,place,12.6,16.9,168977.0,103602.0,1
1605104650076407040,10.0.1.122,33,place,12.6,16.9,0.0,0.0,1
1605104651076760064,10.0.1.122,32,place,12.6,16.9,169250.0,105450.0,1
1605104652096296960,10.0.1.122,50,place,12.6,16.9,0.0,0.0,1
1605104653096312064,10.0.1.122,49,place,12.6,16.9,168196.0,104250.0,1
1605104654097465088,10.0.1.122,48,place,12.6,16.9,0.0,0.0,1
1605104655096517120,10.0.1.122,46,place,12.6,16.9,166829.0,104340.0,1
1605104656096425984,10.0.1.122,44,place,12.6,16.9,0.0,0.0,1
1605104657096623872,10.0.1.122,43,place,12.5,16.8,177587.0,105176.0,1
1605104658096094976,10.0.1.122,41,place,12.5,16.8,0.0,0.0,1
1605104659096296960,10.0.1.122,40,place,12.5,16.8,0.0,0.0,1
1605104660432396032,10.0.1.122,375,move_down,12.5,16.9,178811.0,108668.0,1
1605104661836328960,10.0.1.122,364,move_down,12.5,16.8,196090.0,113719.0,1
1605104663245879040,10.0.1.122,362,move_down,12.5,16.8,0.0,0.0,1
1605104664676038912,10.0.1.122,346,move_down,12.5,16.9,229779.0,127381.0,1
1605104666106117888,10.0.1.122,356,move_down,12.5,16.9,211651.0,118060.0,1
1605104667555918080,10.0.1.122,380,move_down,12.5,16.9,0.0,0.0,1
1605104669027111936,10.0.1.122,404,move_down,12.5,16.8,234360.0,129273.0,1
1605104670416413184,10.0.1.122,348,move_down,12.5,16.8,222267.0,121208.0,1
1605104671865672192,10.0.1.122,384,move_down,12.5,16.9,226280.0,124691.0,1
1605104673286473984,10.0.1.122,362,move_down,12.5,16.9,0.0,0.0,1
1605104674655777024,10.0.1.122,359,move_down,12.5,16.9,218732.0,124360.0,1
1605104676106447872,10.0.1.122,384,move_down,12.5,16.8,229988.0,124229.0,1
1605104677525999104,10.0.1.122,369,move_down,12.5,16.8,0.0,0.0,1
1605104678977637120,10.0.1.122,403,move_down,12.4,16.8,205819.0,119689.0,1
1605104680387141888,10.0.1.122,368,move_down,12.3,16.8,233197.0,124482.0,1
1605104681827468032,10.0.1.122,381,move_down,12.3,16.8,0.0,0.0,1
1605104683257778944,10.0.1.122,383,move_down,12.3,16.9,195070.0,121081.0,1
1605104684707478016,10.0.1.122,392,move_down,12.3,16.2,215502.0,118907.0,1
1605104686137396224,10.0.1.122,377,move_down,12.3,16.2,0.0,0.0,1
